ticket_text,category,urgency,urgency_stated,label_noise
does the free plan include saved filters. please advise.,General Inquiry,Medium,false,false
Hi folks Dns resolution for your api endpoint fails from our region. Thanks in advance.,Technical Issue,Critical,false,false
"Hi team, Why did bill jump from $79 to $49 with no plan change. Our workspace has about 200 users. Appreciate the help.",Billing,Critical,false,false
"hi support, it is eating into time we do not have - hoping for a quick turnaround if at all possible. i want to cancel the subscription and get a refund of $18,300.",Billing,High,true,false
"Good morning, I lost my phone and cannot get past the mfa prompt.",Login/Access,Medium,false,false
"hey, is the settings page covered by your uptime commitment. we are falling behind on a deadline because of it and our team lead has asked me to chase this. it happens on chrome incognito as well. let me know if you need screenshots.",General Inquiry,High,true,false
"hello support, i cannot log in, the password reset email never arrives.",Login/Access,Medium,false,false
"Hi folks, A regression since the last release broke the filter on the onboarding flow. Everything else works perfectly well and whenever you happen to to it is fine. I have already tried clearing the cache and reinstalling. Let me know if you need screenshots.",Bug Report,Low,true,false
"hello support, our finance team needs invoices sent to a different email address reference inv-20415 if that helps thanks!",Billing,Medium,false,false
"Hello support, It would be nice if the dashboard remembered my my last filter It shows up every now and then which means we can work around it for now worth looking at when you get a chance Please advise",Feature Request,Medium,true,false
"Hi folks, Which regions do you host data in. Cheers.",General Inquiry,High,false,false
"Morning, It is more of an irritation than a problem. I was invited as a manager but the invitation link says it is invalid. Let me know.",Technical Issue,Medium,true,true
"Hi folks, We were billed $79 for seats we cancelled and the card has already been debited. About 25 people have reported it internally. I am on Brave running Windws 11. Appreciate the help.",Billing,High,true,false
the csv export is missing the last column on every row. thanks for your time!!,Bug Report,Medium,false,false
"Hi folks, It shows up everry npw and then and we lose a few minutes here and there My session expires after a couple of minutes and logs me out Any help appreciated",Login/Access,Medium,true,false
We would adopt this much faster if a native mobile app existed. It is getting noticeably worse week on week. Our workspace has about 500 users.,Feature Request,High,true,false
Requests from our ubuntu 24.04 build fail with 403 but curl workks fine. Thanks in advance.,Technical Issue,Medium,false,false
we can work around it for now and just putting it on your radar. the retry logic gets stuck in a loop because /v1/users returns 503. thanks for your time.,Technical Issue,Medium,true,false
"Hi team, Data entered yesterday has disappeared from the dashboard entirely. A good portion of our users hit this daily and we would really appreciate a fix within a day or two.",Bug Report,High,true,false
good morning we would adopt this much faster if an audit trail existed. not one person hrre can get anything done and we are in breach of ouur sla as of this morniny - please escalate this right now. get back to me whenn you can.,Feature Request,Critical,true,false
"hi support, we would like an api endpoint that mirrors slack notifications. cheers!!",Feature Request,Medium,false,false
"Dear support team, Editing a manager and saving silently reverts the change. It slows us down a little. Our developer confirmed the same behaviour on Android 15. Get back to me when you can.",Bug Report,Medium,true,false
The nightly export job has been timing out since the last release. Let me know.,Technical Issue,Critical,false,false
"Hello, Bulk imports of 60 records stall halfway through with no error Looking forward your reply",Technical Issue,Medium,false,false
We would love to see granular notification settings integrated with segment.,Feature Request,Low,false,false
I was invited as a billing contact but the invitation link says it is invalid.,Login/Access,Medium,false,true
"Hello, We are hitting rate limit of 3 requests and cannot complete a sync. Let me know.",Technical Issue,High,false,false
The total on the admin console shows a different number than the export. Somewhere in the middle of your queue would fair. Please advise.,Bug Report,Medium,true,false
"Hi folks, A small suggestion, pdf export would save our team a lot of clicks. Reproduced by 60 different different people here.",Feature Request,High,false,false
"Hi folks, Our purchase order number is missing from every invoice you send. Several PEOPLE on the team are affected. Let me know if you need screenshots!!!!",Billing,High,true,false
"hi folks, what are your data retention policies for exported reports. a good portion of our users hit this daily and we would really appreciate a fix within a day or two.",General Inquiry,High,true,false
"hello support, my account is locked after a few failed attempts and will not unlock. the entire company is blocked, so we need an emergency fix today. looking forward to your reply.",Login/Access,Critical,true,false
"Hi support, Absolutely no rush on this. Could the reports page support dark mode at some point. Tried again 45 seconds later with the same result.",Feature Request,Low,true,false
"Hi support, I get a 403 when opening the admin console even though i am a billing contact.",Login/Access,Low,false,false
"good morning, our 25 new hires cannot accept their workspace invitations. i checked the documentation first and could not find anything. thanks for your time.",Login/Access,Critical,false,false
"Dear support team, How do i rotate the api key on my account. Absolutely no rush on this. Let me know.",Login/Access,Low,true,false
"Morning, Is there a sandbox i can test against before going live. Logged from our Growth workspace. Thanks!",General Inquiry,Low,false,false
We are fielding angry calls because of this. Every request to /api/webhooks has returned 503 all week. Please advise.,Technical Issue,Critical,true,false
"Hello support, I want to switch my login email to a different address. Only a handful of us run into it, it is more of an irritation than a problem. Cheers.",Login/Access,Medium,true,false
"hey, we are not blocked in any way and genuinely a priority for us. oyur status page says everything is fine but we see err_connection_reset on /v1/users.",Technical Issue,Low,true,false
A webhook for this event would let us build two-way calendar sync ourselves. Looking forward to your reply.,Feature Request,Critical,false,false
"morning, our 3 new hires cannot accept their workspace invitations.",Login/Access,Critical,false,false
"hi folks, we work around the lack of two-way calendar sync with a spreadsheet today. it is more of an irritation than a problem. appreciate the help.",Feature Request,Medium,true,false
hello our vard on file keeps failing even though the bank confirms it is fine. it is spreading to more of the team as we onboard which means it is eating into time we do not have - we would like an update today if you can manage it. ticket aised on behalf of our billing contact.,Billing,High,true,false
"Hi team, The form accepts an incalid email address and saves it without complaint Let me know if you need screenshots",Bug Report,Medium,false,false
How long does it usually take for support to respond. Reproduced by 7 different people here. Thanks in advance.,General Inquiry,Low,false,false
"hey, our purchase ordder number is missing from every invoice you send. sometime in the next few weeks would be fine. looking forward to your reply.",Billing,Medium,true,false
"Dear support team, Submitting the form deletes the existing record instead of updating it. A whole department is working around this - our release this week is at risk, so please prioritise this above the rest of our queue. I am on Safari 18 running macOS 15.2. Cheers.",Bug Report,High,true,false
Can you send a statement of all charges since 2026-09-01. It is a single screen and nothing else and it changes nothing about how we use the product. Appreciate the help.,Billing,Low,true,false
"hello support, the column widths on teh intgrations page reset every time i navigate away. sometime in the next few weeks would be fine. get back to me when you can.",Bug Report,Medium,true,false
"Hi support, We are not blocked in any way. I was double charged when i retried a failed payment of $49. Happy to provide more detail if useful.",Billing,Low,true,false
Is custom dashboards something that exists today or am i missing it. Any help appreciated.,General Inquiry,Low,false,false
"hi folks, we are hitting a rate limit of 60 requests and cannot complete a sync. get back to me when you can.",Technical Issue,High,false,false
"Dear support team, It shows up every now and then, we have a manual fallback that works which means just putting it on your radar. The refund for tkt-10233 was approved since yesterday but has not landed. I checked the documentation first and could not find anything.",Billing,Medium,true,false
"Hi there, The record count says 200 but only 12 rows actually render. Most of our our manager accounts are running into it, so hoping for a quick turnaround if at all possible. Tried again 20 minutes later with the same result. Looking forward to your reply.",Bug Report,High,true,false
"Hi there, The netsuite integration disconnects itself every frw hours. Only a handful of us run into it, so it slows us down a a little which means no particular deadline from our side. I checked the documentation first and could not find anything.",Technical Issue,Medium,true,false
"Hello, We have had to pause operations entirely and there IS no workaround available to us at all. Enforcing mfa locked out every user who had not enrolled yet.",Login/Access,Critical,true,false
which regions do you host data in. it shows up every now and then and nothing is actually blocked becase of it.,General Inquiry,Medium,true,false
"Hi support, Nobody else uas even mentioned it which means no response needed really. The retry logic gets stuck in a loop because /api/webhooks returns 429.",Technical Issue,Low,true,false
"Hi folks, I can log in on desktop but the mobile app rejects the same credentials. Cheers.",Login/Access,High,false,false
"Dear support team, The total on the admin console shows a different number than the export Appreciate the help",Bug Report,Medium,false,false
"Hi support, Your status page says everything is fine but we see 500 on /v2/invoices. This affects every customer we have. we need an emergency fix today. Reference ORD-44812 if that helps. Any help appreciated.",Technical Issue,Critical,true,true
"Hey, It is getting noticeably worse week on week. Throughput dropped by half ever since the weekend with no change on our side. Please advise.",Technical Issue,High,true,false
"morning, sorting by name in the invoice list puts uppercase entries in a random order nothing depends on this at all thanks!",Bug Report,Low,true,false
"Hi team, Only i have noticed it so far and purely for your awareness How long does it usually TAKE for support to respond",General Inquiry,Low,true,false
I would like to update the billing address on our account. IT is a single screen and nothing else and nothing depends on this at all. Thanks in advance.,General Inquiry,Low,true,true
"Hi team, Can you explain the proration line item of £320 on our last invoice A couple of people have noticed it which means worth looking at when you get A chance",Billing,Medium,true,false
"Hi there, Enforcing mfa locked out every user who had not enrolled yet. This started sincce yesterday.",Login/Access,High,false,false
"Morning, The record count says 25 but only 7 ros actually render Ticket raised on behalf of our workspace owner Thanks!",Bug Report,Medium,false,false
"morning, bulk imports of 25 records stall halfway through with no error. we have a manual fallback that works.",Technical Issue,Medium,true,false
"Hi folks, The ssl certificate on your api host looks like it is misconfigured. Our developer connfirmed the same behaviour on macOS 15.2. Thanks for yoru time.",Technical Issue,High,false,true
"Dear support team, I lost my phone and cannot get past the mfa prompt. Thanks in advance.",Login/Access,High,false,false
Nobody else has even mentioned it - absolutely no rush on this. Can we switch the growth subscription to invoice-based payment terms. Reference ORD-44812 if that helps. Please advise.,Billing,Low,true,false
"Dear support team, We have had to build a manual workaround to cope andd uor team lead has asked me to chase this. We would love love to see scheduled reports integrated with quickbooks. Happy to provide more detail if useful.",Feature Request,High,true,false
"Can you explain the proration line item of $79 on our last invoice. IT is purely cosmetic, absolutely no rush on this. Happy to provide more detail if useful.",Billing,Low,true,false
"hello support, can you point me at the onboarding checklist for new teams. it is a single screen and nothing else and it chanegs nothing about how we use the product annd just noting it for the record. thanks!",General Inquiry,Low,true,false
"Morning, Having bulk csv export would remove the last manual step in our process. Happy to provide more detail if useful.",Feature Request,Medium,false,false
The snowflake integration disconnects itself every few hours. A couple of people have noticed it aand we have a manual fallback thag works and would be good to have this fixed eventually. Any help appreciated.,Technical Issue,Medium,true,false
No particular deadline from our side. Can we get a copy of your security questionnaire responses. Thanks!,General Inquiry,Medium,true,false
Hi folks The retry logic gets stuck in a loop because /v1/exports returns econnrefused. We have a manual fallback that works - worth looking at when you get a chance. We are on the Business plan.,Technical Issue,Medium,true,false
"Good morning, It affects one part of our workflow, so just putting it on your radar. Which regions do you host data in. Our workspace has about 7 users.",General Inquiry,Medium,true,false
"Good morning, Can we get a copy of your security questionnaire responses. We are not blocked in any way - genuinely not a priority for us. Happy to provide more detail if useful.",General Inquiry,Low,true,false
connections to your service drop after about about an hour. it is affecting a few people here. happy to provide more detail if useful.,Technical Issue,High,true,false
"How do i rotate the api key on my account It is a single screen and nothing else, absolutely no rush on this Thanks forr your time",Login/Access,Low,true,false
A regression since the last release broke the filter on the api console,Bug Report,High,false,false
I would like to add a second manager to our account. Let me know if you need screenshots.,Login/Access,Medium,false,false
"Hey, Could the dashboard support role-based permissions at some point. Let me know if you need screenshots.",Feature Request,Low,false,false
Hello Our webhooks stopped being delivered ever since the weekend. We need an emergency fix today. Thanks for your time.,Bug Report,Critical,true,true
"Dear support team, Not one person here can get anything done. Every requeest to /v2/search ahs returned 403 foe the last 48 hours. Let me know if you need screenshots.",Technical Issue,Critical,true,false
"Hey, I cannot log in, the password reset email never arrives. We are falling behind on a deadline because of it which means flagging this as important on our side. Thanks in advance.",Login/Access,High,true,false
"Hi team, How do i rotate the api key on my account. Cheers.",Login/Access,Low,false,false
"Dear support team, This is more disruptive than it probably sounds. Could the project timeline support role-based permissions at some point. Thanks for your time?!",Feature Request,High,true,false
"Hello support, What are your data retention policies for exported reports. It is purely cosmetic which means just noting it for the record. Thajks for oyur time.",General Inquiry,Low,true,false
"Dear support team, This has zero impact on our work - please put it at the very bottom of the queue. I want to switch my login email to a different address.",Login/Access,Low,true,false
"Morning, The two factor code from my authenticator is rejected every time Every single user is affected - our executives are asking for updates every few minutes, so please escalate this right now",Login/Access,Critical,true,false
"Hi support, Could you confirm the recommended timeout timeout setting FOR /v2/search Only a handful of us run into it Happy to provide more detail if useful",Technical Issue,Medium,true,false
"Hey, We are not blocked in any way, so whenever you happen to get to it is fine. Responses from /v2/orders have been returning truncated payloads. This started since yesterday. Thanks for your time.",Technical Issue,Low,true,false
"Good morning, The login page rejects my correct password in chrome incognito but works elsewhere. A good portion of our users hit this daily.",Login/Access,High,true,false
"Morning, Role permissions reset to read-only for our whole teaam teaam overnight. Get back to me when you can.",Login/Access,High,false,false
"Hi there, Only i have noticed it so far, this has zeto impact on our owrk and genuinely not a priority for us. Response times on /v1/subscriptions are slightly slower than documented. Thanks in advance.",Technical Issue,Low,true,false
"Good morning, Is there a guide for setting up netsuite. It changes nothing about how we use the product. Get back to me when you can.",General Inquiry,Low,true,false
We see err_connection_reset errors in our logs for roughly roughly 40 requests per minute Let me know,Technical Issue,Medium,false,false
Could you confirm the recommended timeout setting for /api/webhooks. Whenever you happen to get to it is fine. Thanks in advance.,Technical Issue,Low,true,false
"Hi team, How do i erad the numbers shown on the reports page Thanks for your time",General Inquiry,Low,false,false
"Hello, Uploading a file over 500 mb fails silently with no error shown. Our launch today is AT risk. Appreciate the help.",Bug Report,Critical,true,false
"Hello, Toggling a setting off in thhe api console turns it back on after a reload.",Bug Report,High,false,false
"HI support, Connectinos to your service drop after about a few hours. We are falling behind on a deadline because of it. we would like an update today if you can manage it. Let me know.",Technical Issue,High,true,false
all our services depending on this are failing. the bulk action applied itself to every record rather than the selected ones.,Bug Report,Critical,true,false
"Good morning, It changes nothing about how we use the product. no response needed really. The payment method on file expired and i cannot update it in the api console.",Billing,Low,true,false
"Hi folks, We would like an api endpoint that mirrors two-way calendar sync. Somewhere in the middle of your qjeue owuld be fair. Thanks in advance.",Feature Request,Medium,true,false
"hi there, the websocket connection to the mobile app keeps dropping and reconnecting. happy to wait for the next release. looking forward to your reply.",Technical Issue,Medium,true,false
"Hello, The dashboard is unreachable from our office network but fine on mobile data. It is earing into time we do not have. hoping ofr a quick turnaround if at all possible.",Technical Issue,High,true,false
"hi support, could you expose role-based permissions through the /v2/events endpoint. get back to me when you can.",Feature Request,Medium,false,false
"Hey, The chart renders an empty axis when a series has zreo values. Nobody else has evven mentioned it and we are not blocked in any way, purepy for your awareness. Thanks for your time.",Bug Report,Low,true,false
"Hi folks, Api latency went from milliseconds to several seconds since this morning. We need this sorted before the end of the week.",Technical Issue,High,true,false
Can we get a copy of your security questionnaire responses Let me know,General Inquiry,Critical,false,false
"Hey, Flagging this as important on our side. Archived records still show up in the onboarding flow by default. Let me know.",Bug Report,High,true,false
Submitting the form deletes the existing record instead of updating it Looking forward to your reply,Bug Report,High,false,false
Dear support team The bulk action applied itself to every record rather than the selected ones. Our executives are asking for updates every few minutes so this is urgent in the strongest sense of the word. Ticket raised on behalf of our workspace owner. Cheers.,Bug Report,Critical,true,false
"hello support, connections to your service drop after about two hours. this is more disruptive than it probably sounds.",Technical Issue,Medium,true,false
"Hi there, About 200 people have reported it internally. please prioritise this above the rest of our queue. The websocket connection to the permissions matrix keeps dropping and reconnecting.",Technical Issue,High,true,false
The login page rejects my correct password in chrome on android buut wrks elsewhere. Thanks!,Login/Access,Low,false,false
"Connections to your service drop after about three days. Nobody else has even mentioned it, so nothing depnds on this at all?!",Technical Issue,Low,true,false
The credit note you issued for inv-20415 never appeared on our statement. This keeps coming up and we are tired of it. Any help appreciated.,Billing,Medium,true,false
"A good portion of our users hit this daily, so our team lead has asked me to chase this Can we get a copy of your security questionnaire responses",General Inquiry,High,true,false
"Dear support team, Every request to /v2/invoices has returned 502 since this morning. This affects every customer we have which means we are in breach of our sla as of tthis morning which means we need someone on this immediately. Appreciate the help.",Technical Issue,Critical,true,false
"I need a copy of the receipt for inv-20415 for our finance team. Nobody else has even mentioned it, so it changes nothing about how we use the product and genuinely not a priority for us. Reference REF-77120 if that helps. Get back to me when you can.",Billing,Low,true,false
"Hello, I get a blank white screen on the search bar in chrome on android Looking forward to your reply",Bug Report,Low,false,false
responses from /v1/users have been returning truncated payloads. a whole department is working around this. it is eating into time we do not have. this started since yesterday. any help appreciated.,Technical Issue,High,true,false
"Hello, We were billed €1,450.00 for seats we cancelled and the card has already been debited Nothing is actually blocked because of it, so just putting it on your radar Get back to me when you can",Billing,Medium,true,false
"Hello, I need a copy of the receipt for txn-3391082 for our finance team. Nobody else has even mentioned it which means genuinely not a priority for us. It happens on Chrome on Android as well.",Billing,Low,true,false
"Hey, Submitting the form deletes the existing record instead of of updating it. Not one person here can get anything done and our executives are asking for updates every few minutes. Looking forward to your reply.",Bug Report,Critical,true,false
"morning, the modal on the api console cannot be closed once it opens in safari on ios 18. our developer confirmed the same behaviour on ios 18.1. please advise.",Bug Report,Low,false,false
It slows us down a little. Is an offline mode something that exists today or am i missing it. Thanks!,General Inquiry,Medium,true,false
A good portion of our users hit this daily. we are falling behind on a deadline because of it. our team lead has asked me to chase this. The /v2/invoices endpoint returns 404 intermittently. Reproduced by 12 different people here. Please advise.,Technical Issue,Medium,true,true
It affects one part of our workflow - it slows us down a little Access to the analytics view disappeared after our plan changed to pro,Login/Access,Medium,true,false
"Good morning, How long does it usually take for support to respond. It is more of an irritation than a problem. Any help appreciated.",General Inquiry,Medium,true,false
"Hi team, The /v1/users endpoint returns 429 intermittently. Thanks in advance.",Technical Issue,High,false,false
"Hello, What happens to our data if we ancel the pro plan. Appreciate the help.",General Inquiry,Low,false,false
My card was declined but the subscription still shows as active. We are on the Por plan. Happy to provide more detail if useful.,Billing,High,false,false
"The refund for txn-3391082 was approved since tuesday but has not landed. It is a single screen and nothing else, it changes nothing about how we use the product and just noting it for the record!!!!",Billing,Low,true,false
"Good morning, The search bar ignores hyphens so no results come back for hyphenated names We would really appreciate a fix within a day or two Looking forward to your reply",Technical Issue,High,true,true
"Hi folks, Percentages on the smmary card do not add up to 100. I checked the documentation first and could not find anything. Looking forward to your reply.",Bug Report,Critical,false,false
Having two-way calendar sync would remove the last manual step in our process. Somewhere in the middle of your queue would be fair. Please advise!!!!,Feature Request,High,true,false
"Morning, Where can i find documentation for the settings page. Sometime in the next few weeks would be fine. I have already tried clearinng the cache and reinstalling. Cheers.",General Inquiry,Medium,true,false
The bulk action applied itself to every record rather than the selected ones.,Technical Issue,High,false,true
"Hi folks, Does your api have a rate limit i should design around. We have a manual fallback that works and no particular deadline from our side. Looking forward to your reply.",General Inquiry,Medium,true,false
"hello support, it affects one part of our workflow. it slows us down a little, so just putting it on your radar. connections to your service drop after about three three days. get back to me when you can.",Technical Issue,Medium,true,false
whenever you happen to get to it is fine. i would like to update the billing address on our account. tried again ten minutes later with the same result. thanks!,Billing,Low,true,false
"Hi folks, Throughput dropped by half ever since the weekend with no change on our side. Let me know if you need screenshots.",Technical Issue,High,false,false
"hi support, we are being billed for 1,800 seats but only have 7 active users. any help appreciated.",Billing,High,false,false
The payment method on file expired nad i cannot update it in the settings page Not one person here can get anything done - we have had to pause operations entirely Please advise,Billing,Critical,true,false
"Morning, My session expires after a couple of minutes and logs me out. Only i have noticed it so far and nothing depends on this at all. This started since Tuesday.",Login/Access,Low,true,false
"Good morning, Timestamps Timestamps display in utc on hte invoiice list but in local time everywhere else. Reference ORD-88190 if that helps.",Bug Report,Low,false,false
"Hello, The chart renders an empty axis when a series has zero values. It does not really affect anything we do which means nothing depends on this at all. Get back to me when you can.",Bug Report,Low,true,false
Throughput dropped by by half for the last 48 hours with no change on our side. Any help appreciated.,Technical Issue,Medium,false,false
"Hi team, The date filter returns results outside the range i selected. Thanks in advance!!!",Bug Report,High,false,false
memory usage in our worker spikes whenever we call /v2/orders it is more of an irritation than a problem looking forward to your reply,Technical Issue,Medium,true,false
Good morning Our production environment is completely down so we need a call as soon as humanly possible. Every request to /v1/exports has returned err_connection_reset since this morning. Looking forward to your reply.,Technical Issue,Critical,true,false
"Morning, Can we extend the session timeout for our enterprise workspace. We are not blocked in any way - just noting it for the record.",Login/Access,Medium,true,true
"Morning, The total on the notifications panel shows a different number than the export Only a handful of us run into it, nothing is actually blocked because of it, so happy to wait for the next release Our workspace has about 500 users Happy to provide more detail if useful",Bug Report,Medium,true,false
Does the scale plan include saved filters This has zero impact on our work I checked the documentation first and could not find anything Thanks in advance,General Inquiry,Low,true,false
"Dear support team, Can we switch the starter subscription to invoice-based payment terms We have a manual fallback that works Reproduced by 3 different people here",Billing,Medium,true,false
"Hi team, I get a 403 when opening the admin console ven though i am a guest collaborator. It comes up maybe once a day which means no particular deadline from our side. Logged from our Business workspace.",Login/Access,Medium,true,false
The salesforce sync has BEEN failing with 404. Tried again a a few hours later with the sme result. Happy to provide more detail if useful.,Technical Issue,Critical,false,false
Requests from our android 15 build fail with 504 but curl works fine. No particular deadline frrom our side. Reference ORD-88190 if that helps.,Technical Issue,Medium,true,false
It slows us down a little and sometime in the next few weeks would be fine. The two factor code from my wuthenticator is rejected every time. Thanks for your time.,Login/Access,Medium,true,false
"hi there, i lost my phone and cannot get past the mfa prompt. several people on the team are affected and we are falling behind on a deadline because of it. our workspace has about 40 users.",Login/Access,High,true,false
"Hi folks, Please consider adding webhook retries to the roadmap. We are not blocked in any way. whenever you happen to get to it is fine. Thanks for your time.",Feature Request,Low,true,false
The ssl certificate on your api host looks like it is misconfigured. A couple of people have noticed it. Please advise!!,Technical Issue,Medium,true,false
Would you consider pdf export as as a paid add-on. Nothing depends on this at all and no response needed really. Thanks!,Feature Request,Low,true,false
The undo button restores the wrong version of the record. Let me know if you need screenshots.,Bug Report,High,false,false
"Hello, I cannot log in, the password reset email never arrives. It shows up every now and then which means worth looking at when you get a chance. Please advise!!!!",Login/Access,Medium,true,false
"Morning, The login page rejects my correct password in chrome incognito but works elsewhere. It does not really affect anything we do, absolutely no rush on this. Any help appreciated.",Login/Access,Low,true,false
"Hi folks, Data entered yesterday has dissappeared from the analytics view entirely. Only a handful of us run into it and it is more of an irritation than a problem and sometime in the nxt few weeks would be fine. Please advise.",Bug Report,Medium,true,false
Our card on file keeps failing even though the bank confirms it is fine. It shows up every now and then. would be good to have this fixed eventually. Thanks in advance?!,Billing,Medium,true,false
How do i invite a billing contact to our workspace. Nothing depends on this at all. We are on the Enterprise plan. Let me know if you need screenshots.,General Inquiry,Low,true,false
"A small suggestion, an audit trail would save our team a lot of clicks. A coupel of people have noticed it and we can work around it for now - would be good to have this fixed eventually!!!!",Feature Request,Medium,true,false
"Hi team, Editing a workspace owner and saving silently reverts the change. Thanks!",Bug Report,High,false,false
"good morning, having keyboard shortcuts would remove the last manuall step in our process it is affecting a few people here our developet confirmed thhe same behaviour on windoqs 11",Feature Request,High,true,false
"hey, the account recovery flow keeps asking for a code it never sends somewhere in the middle of your queue would be fair let me know if you nded screenshots",Login/Access,High,true,false
is sso with okta something that exists today or am i missing it. we lose a few minjtes here and there - no articular deadline from uor side.,General Inquiry,Medium,true,false
"Tue workspace owner left the company and we are locked out of settings Not one person here can get anything done, we are in breach of our sla as of this morning, we need a call as soon as humanly possible",Login/Access,Critical,true,false
what happens to our data if we cancel the business plan. not one person here can get anything done which means our executives are asking for updates every few minutes. please escalate this right now. it happens on chrome on android as well. looking forward to your reply.,General Inquiry,Critical,true,false
"Dear support team, Our team keeps asking for native mobile app, is it planned. WE have had to build a manual workaround to cope. Looking forward to your reply!!!!",Feature Request,High,true,false
"Dear support team, Uploading a file over 1,800 mb fails silently with no error shown. It shows up every now and then and it is more of an irritation than a problem. Appreciate the help.",Bug Report,Medium,true,false
"Hi folks, Only a handful of us run into it - it slows us down a little and NO particular deadline from our side. The magic link expires before i can click it.",Login/Access,Medium,true,false
"dear support team, our finance team needs invoices sent to a different email address. thanks in advance.",Billing,High,false,false
It comes up maybe once a day and it is more of an irritation than a problem - no particular deadline from our side. How do i invite a manager to our workspace. Thanks for your time.,General Inquiry,Medium,true,false
"Hey, A small suggestion, a native mobile app would save our team a lot of clicks. Let me know.",Feature Request,Medium,false,false
"Hi team, A whole department is working around this it is eating into time we do not have I waas knvited as a billing contact but the invitation link says it is invalid Get back to me when you can",Login/Access,High,true,false
The workspace owner left the company and we are locked out of settings. We need a call as soon as humanly possible.,Login/Access,Critical,true,false
"morning, not one person here can get anything done, our exectuives are asking for updates every few minutes, please treat thiss as a severity one incident. our webhooks stopped being delivered ever since the weekend. i have already tried clearing the cache and reinstalling. cheers?!",Technical Issue,Critical,true,false
"I get a blank white screen on the permissions matrix in chrome on android. About 1,800 people have reported it internally, so it is getting noticeably worse week on week.",Bug Report,High,true,false
"Hello, The permissions matrix takes over 45 seconds to load for everyone on our team. It affects one part of our workflow, so it is more of an irritation than a problem. Any help appreciated.",Technical Issue,Medium,true,false
"Hello support, Most of our billing contact accounts are running into it and our release this week is at risk. please prioritise this above the rest of our queue. We would love to see an offline mode integrated with hubspot. Looking forward to your reply.",Feature Request,High,true,false
I would like to update the billing address on our account Only i have noticed it so far - we are not blocked in any way which means no response needed really,Billing,Low,true,false
any chance you could support slack notifications for pro customers only a handful of us run into it which means it is more of an irritation than a problem happy to provide more detail if useful,Feature Request,High,true,true
"Hi team, Can you send a statement of all charges since 2026-09-09",Billing,Low,false,false
the modal on the notifications panel cannot be closed once it opens in brave. about 500 people have reported it internally and we are falling behind on a deadline because of it which means please prioritise this above the rest of our queue. reference ord-44812 if that helps. let me know.,Bug Report,High,true,false
"dear support team, my session expires after a couple of minutes and logs me out. please advise.",Login/Access,Low,false,false
"Hello support, The refund for ord-44812 was apprlved since the last release but has not landed. About 60 people have reported it internally which means our project timeline has already slipped once, we need this sorted before the end of the week. Thanks!",Billing,High,true,false
"Hi support, A good portion of our users hit this daily - we would really appreciate a fix within a day or two. Access to teh settings page disappeared fater our plan changed to starter. Happy to provide more detail if useful.",Login/Access,High,true,false
"hi support, please add a bulk edit action, every competitor we evaluated has it. it shows up every now and then which means we have a manual fallback that works. cheers.",Feature Request,Medium,true,false
"hi folks, could you add our company registration number to future invoices. it does not really affect anything we do, so we are not blocked in any way. let me know if you need screenshots.",Billing,Low,true,false
"Hello, Password reset says the account does not exist but i receive your billing email. Our project timeline has already slipped once. hoping for a quick turnaround if at all possible.",Login/Access,High,true,false
"Hello support, Why did bill jump from $1,204.50 to $9.99 with no plan change. Please advise.",Billing,Medium,false,false
duplicate entries appear every time i refresh the settings page. several people on the team wre affected which means we are falling behind on a deadline because of it. please advise.,Bug Report,High,true,false
"Hi there, Pagination skips the first item on page two.",Bug Report,Medium,false,false
"Hi there, We have a manual fallback that works, would be good to have this this fixed eventually. Timestamps display in utc on the notifications panel but in local time everywhere else!!!",Bug Report,Medium,true,false
"Hey, Where can i find documentation for the analytics view Only i have noticed it so far - this has zero impact on our work and purely for yourr awareness I checked the documentation first and could not find anything Looking forward to your reply",General Inquiry,Low,true,false
"Morning, Connections to your service drop after about about an hour Only i have noticed it so far and everything else works perfectly well, whenever you happen to get to it is fine",Technical Issue,Low,true,false
"Hi team, It matters to us but we are not on fire The websocket connection to the reports page keeps dropping and reconnecting",Technical Issue,Medium,true,false
"Hey, The api returns results in a different order between calls. It is a single screen and nothing else, so just noting it for the record. It happens on Firefox 133 as well?!",Technical Issue,Low,true,false
"hi folks, is there a plan to bring saved filters to the growth tier any help appreciated",Feature Request,Medium,false,false
We would like an api endpoint that mirrors export. Please prioritise this above the rest of our queue. Screenshots attached. Any help appreciated.,General Inquiry,High,true,true
"Are there best practices for organising the export tool at scale. It is eating into time we do not have, we would like an update today if you can manage it. Please advise.",General Inquiry,High,true,false
"Good morning, Timestamps display in utc on the notifications panel bit in local time everywhere else. Genuinely not a priority for us.",Bug Report,Low,true,false
"Morning, Please add jira integration, every competitor we evaluated has it. It is costing us hours every day and our team lead has asked me to chase this. Our developer confirmed the same behaviour on Windows 10. Let me know.",Feature Request,High,true,false
"Dear Dear support team, What happens to our data if we cancel the free plan. It is getting noticeably worse week on week. please prioritise this above the rest of our queue. It happens on Chrome incognito as well. Thanks in advance.",General Inquiry,High,true,false
"Hi folks, Our finance team needs invoices sent to a different email address. Nobody else has even mentioned it. everything else works perfectly well. Our developer confirmed the same behaviour on macOS 15.2. Cheers.",Billing,Low,true,false
"Hello support, Bulk imports of 25 records stall halfway through with no error It is spreading to more of the team as we onboard it is eating into time we do not have It happens on Chrome incognito as well",Technical Issue,High,true,false
